Month,Year,Country,Departures
Jul,1999,    Hong Kong,70146.0
Jul,1999,    Japan,83492.0
Jul,1999,  South Asia,67591.0
Jul,1999,  Middle East,12632.0
Jul,1999,  Oceania,143943.0
Jul,1999,  Europe,119688.0
Jul,1999,    France,11586.0
Jul,1999,    Germany,25227.0
Jul,1999,    United Kingdom,44215.0
Jul,1999,  North America,27716.0
Jul,1999,  Other Regions,
Jun,1999,Number Of Air Passenger Departures,1049689.0
Jun,1999,  South East Asia,432244.0
Jun,1999,    Indonesia,124362.0
Jun,1999,    Malaysia,137608.0
Jun,1999,    Philippines,30831.0
Jun,1999,    Thailand,109228.0
Jun,1999,    Vietnam,13650.0
Jun,1999,  North East Asia,257035.0
Jun,1999,    Mainland China,43587.0
Jun,1999,    Hong Kong,69457.0
Jun,1999,    Japan,81199.0
Jun,1999,  South Asia,68980.0
Jun,1999,  Middle East,14040.0
Jun,1999,  Oceania,117306.0
Jun,1999,  Europe,119854.0
Jun,1999,    France,12058.0
Jun,1999,    Germany,24723.0
Jun,1999,    United Kingdom,43737.0
Jun,1999,  North America,29322.0
Jun,1999,  Other Regions,
May,1999,Number Of Air Passenger Departures,957522.0
May,1999,  South East Asia,363993.0
May,1999,    Indonesia,91597.0
May,1999,    Malaysia,117351.0
May,1999,    Philippines,33361.0
May,1999,    Thailand,94354.0
May,1999,    Vietnam,11804.0
May,1999,  North East Asia,245638.0
May,1999,    Mainland China,46075.0
May,1999,    Hong Kong,66741.0
May,1999,    Japan,75763.0
May,1999,  South Asia,65686.0
May,1999,  Middle East,9739.0
May,1999,  Oceania,103730.0
May,1999,  Europe,126865.0
May,1999,    France,12850.0
May,1999,    Germany,26303.0
May,1999,    United Kingdom,47630.0
May,1999,  North America,30922.0
May,1999,  Other Regions,
Apr,1999,Number Of Air Passenger Departures,935699.0
Apr,1999,  South East Asia,357233.0
Apr,1999,    Indonesia,101434.0
Apr,1999,    Malaysia,107229.0
Apr,1999,    Philippines,30103.0
Apr,1999,    Thailand,92926.0
Apr,1999,    Vietnam,10409.0
Apr,1999,  North East Asia,223731.0
Apr,1999,    Mainland China,37709.0
Apr,1999,    Hong Kong,67143.0
Apr,1999,    Japan,67193.0
Apr,1999,  South Asia,60660.0
Apr,1999,  Middle East,10572.0
Apr,1999,  Oceania,110782.0
Apr,1999,  Europe,134333.0
Apr,1999,    France,13220.0
Apr,1999,    Germany,27112.0
Apr,1999,    United Kingdom,52757.0
Apr,1999,  North America,25787.0
Apr,1999,  Other Regions,
Mar,1999,Number Of Air Passenger Departures,1020011.0
Mar,1999,  South East Asia,393178.0
Mar,1999,    Indonesia,113902.0
Mar,1999,    Malaysia,117606.0
Mar,1999,    Philippines,31373.0
Mar,1999,    Thailand,102739.0
Mar,1999,    Vietnam,12057.0
Mar,1999,  North East Asia,249820.0
Mar,1999,    Mainland China,32533.0
Mar,1999,    Hong Kong,67346.0
Mar,1999,    Japan,98259.0
Mar,1999,  South Asia,64307.0
Mar,1999,  Middle East,14834.0
Mar,1999,  Oceania,124419.0
Mar,1999,  Europe,133148.0
Mar,1999,    France,15251.0
Mar,1999,    Germany,27675.0
Mar,1999,    United Kingdom,48443.0
Mar,1999,  North America,28837.0
Mar,1999,  Other Regions,
Feb,1999,Number Of Air Passenger Departures,931078.0
Feb,1999,  South East Asia,355671.0
Feb,1999,    Indonesia,94820.0
Feb,1999,    Malaysia,116542.0
Feb,1999,    Philippines,24422.0
Feb,1999,    Thailand,89912.0
Feb,1999,    Vietnam,14490.0
Feb,1999,  North East Asia,240718.0
Feb,1999,    Mainland China,36874.0
Feb,1999,    Hong Kong,71740.0
Feb,1999,    Japan,73695.0
Feb,1999,  South Asia,60166.0
Feb,1999,  Middle East,9056.0
Feb,1999,  Oceania,132328.0
Feb,1999,  Europe,99533.0
Feb,1999,    France,10890.0
Feb,1999,    Germany,20930.0
Feb,1999,    United Kingdom,33860.0
Feb,1999,  North America,22905.0
Feb,1999,  Other Regions,
Jan,1999,Number Of Air Passenger Departures,958437.0
Jan,1999,  South East Asia,366806.0
Jan,1999,    Indonesia,127019.0
Jan,1999,    Malaysia,98298.0
Jan,1999,    Philippines,23867.0
Jan,1999,    Thailand,89203.0
Jan,1999,    Vietnam,12473.0
Jan,1999,  North East Asia,214569.0
Jan,1999,    Mainland China,23063.0
Jan,1999,    Hong Kong,59749.0
Jan,1999,    Japan,85086.0
Jan,1999,  South Asia,65627.0
Jan,1999,  Middle East,11788.0
Jan,1999,  Oceania,137564.0
Jan,1999,  Europe,117357.0
Jan,1999,    France,12682.0
Jan,1999,    Germany,22673.0
Jan,1999,    United Kingdom,41992.0
Jan,1999,  North America,31352.0
Jan,1999,  Other Regions,
Dec,1998,Number Of Air Passenger Departures,1078606.0
Dec,1998,  South East Asia,431289.0
Dec,1998,    Indonesia,106885.0
Dec,1998,    Malaysia,130957.0
Dec,1998,    Philippines,34709.0
Dec,1998,    Thailand,123430.0
Dec,1998,    Vietnam,13867.0
Dec,1998,  North East Asia,267502.0
Dec,1998,    Mainland China,36061.0
Dec,1998,    Hong Kong,90516.0
Dec,1998,    Japan,79637.0
Dec,1998,  South Asia,78548.0
Dec,1998,  Middle East,15816.0
Dec,1998,  Oceania,139540.0
Dec,1998,  Europe,104665.0
Dec,1998,    France,11380.0
Dec,1998,    Germany,20570.0
Dec,1998,    United Kingdom,36736.0
Dec,1998,  North America,27940.0
Dec,1998,  Other Regions,
Nov,1998,Number Of Air Passenger Departures,977757.0
Nov,1998,  South East Asia,369728.0
Nov,1998,    Indonesia,107600.0
Nov,1998,    Malaysia,105457.0
Nov,1998,    Philippines,25814.0
Nov,1998,    Thailand,102195.0
Nov,1998,    Vietnam,12044.0
Nov,1998,  North East Asia,247334.0
Nov,1998,    Mainland China,32880.0
Nov,1998,    Hong Kong,75506.0
Nov,1998,    Japan,79536.0
Nov,1998,  South Asia,76383.0
Nov,1998,  Middle East,13051.0
Nov,1998,  Oceania,127829.0
Nov,1998,  Europe,107789.0
Nov,1998,    France,11833.0
Nov,1998,    Germany,23228.0
Nov,1998,    United Kingdom,34659.0
Nov,1998,  North America,23873.0
Nov,1998,  Other Regions,
Oct,1998,Number Of Air Passenger Departures,945538.0
Oct,1998,  South East Asia,361765.0
Oct,1998,    Indonesia,110385.0
Oct,1998,    Malaysia,105699.0
Oct,1998,    Philippines,23802.0
Oct,1998,    Thailand,97447.0
Oct,1998,    Vietnam,10343.0
Oct,1998,  North East Asia,223417.0
Oct,1998,    Mainland China,36882.0
Oct,1998,    Hong Kong,67732.0
Oct,1998,    Japan,67794.0
Oct,1998,  South Asia,69892.0
Oct,1998,  Middle East,11166.0
Oct,1998,  Oceania,139763.0
Oct,1998,  Europe,105487.0
Oct,1998,    France,9539.0
Oct,1998,    Germany,23362.0
Oct,1998,    United Kingdom,34724.0
Oct,1998,  North America,21461.0
Oct,1998,  Other Regions,
Sep,1998,Number Of Air Passenger Departures,897489.0
Sep,1998,  South East Asia,333762.0
Sep,1998,    Indonesia,98500.0
Sep,1998,    Malaysia,111979.0
Sep,1998,    Philippines,23503.0
Sep,1998,    Thailand,77210.0
Sep,1998,    Vietnam,8961.0
Sep,1998,  North East Asia,220886.0
Sep,1998,    Mainland China,31572.0
Sep,1998,    Hong Kong,54006.0
Sep,1998,    Japan,89362.0
Sep,1998,  South Asia,60330.0
Sep,1998,  Middle East,13646.0
Sep,1998,  Oceania,115455.0
Sep,1998,  Europe,119162.0
Sep,1998,    France,10243.0
Sep,1998,    Germany,24688.0
Sep,1998,    United Kingdom,43734.0
Sep,1998,  North America,22850.0
Sep,1998,  Other Regions,
Aug,1998,Number Of Air Passenger Departures,986561.0
Aug,1998,  South East Asia,361274.0
Aug,1998,    Indonesia,107434.0
Aug,1998,    Malaysia,117628.0
Aug,1998,    Philippines,25363.0
Aug,1998,    Thailand,85748.0
Aug,1998,    Vietnam,10056.0
Aug,1998,  North East Asia,274494.0
Aug,1998,    Mainland China,26644.0
Aug,1998,    Hong Kong,82256.0
Aug,1998,    Japan,101463.0
Aug,1998,  South Asia,63855.0
Aug,1998,  Middle East,15616.0
Aug,1998,  Oceania,103966.0
Aug,1998,  Europe,128502.0
Aug,1998,    France,12026.0
Aug,1998,    Germany,26792.0
Aug,1998,    United Kingdom,44147.0
Aug,1998,  North America,27498.0
Aug,1998,  Other Regions,
Jul,1998,Number Of Air Passenger Departures,926897.0
Jul,1998,  South East Asia,359830.0
Jul,1998,    Indonesia,104430.0
Jul,1998,    Malaysia,119269.0
Jul,1998,    Philippines,27820.0
Jul,1998,    Thailand,83295.0
Jul,1998,    Vietnam,11344.0
Jul,1998,  North East Asia,225656.0
Jul,1998,    Mainland China,21504.0
Jul,1998,    Hong Kong,65604.0
Jul,1998,    Japan,85529.0
Jul,1998,  South Asia,62207.0
Jul,1998,  Middle East,10458.0
Jul,1998,  Oceania,123179.0
Jul,1998,  Europe,109184.0
Jul,1998,    France,9908.0
Jul,1998,    Germany,20337.0
Jul,1998,    United Kingdom,40657.0
Jul,1998,  North America,25287.0
Jul,1998,  Other Regions,
Jun,1998,Number Of Air Passenger Departures,950539.0
Jun,1998,  South East Asia,390775.0
Jun,1998,    Indonesia,89845.0
Jun,1998,    Malaysia,141185.0
Jun,1998,    Philippines,29111.0
Jun,1998,    Thailand,102707.0
Jun,1998,    Vietnam,11157.0
Jun,1998,  North East Asia,238137.0
Jun,1998,    Mainland China,32428.0
Jun,1998,    Hong Kong,71219.0
Jun,1998,    Japan,79029.0
Jun,1998,  South Asia,60492.0
Jun,1998,  Middle East,11664.0
Jun,1998,  Oceania,104775.0
Jun,1998,  Europe,108461.0
Jun,1998,    France,9064.0
Jun,1998,    Germany,21601.0
Jun,1998,    United Kingdom,39873.0
Jun,1998,  North America,28030.0
Jun,1998,  Other Regions,
May,1998,Number Of Air Passenger Departures,917695.0
May,1998,  South East Asia,377516.0
May,1998,    Indonesia,102241.0
May,1998,    Malaysia,134934.0
May,1998,    Philippines,28912.0
May,1998,    Thailand,86085.0
May,1998,    Vietnam,9753.0
May,1998,  North East Asia,223582.0
May,1998,    Mainland China,31719.0
May,1998,    Hong Kong,68232.0
May,1998,    Japan,70242.0
May,1998,  South Asia,59611.0
May,1998,  Middle East,8296.0
May,1998,  Oceania,89373.0
May,1998,  Europe,120160.0
May,1998,    France,11059.0
May,1998,    Germany,25874.0
May,1998,    United Kingdom,46126.0
May,1998,  North America,30026.0
May,1998,  Other Regions,
Apr,1998,Number Of Air Passenger Departures,908228.0
Apr,1998,  South East Asia,365262.0
Apr,1998,    Indonesia,97340.0
Apr,1998,    Malaysia,125248.0
Apr,1998,    Philippines,25982.0
Apr,1998,    Thailand,91252.0
Apr,1998,    Vietnam,9271.0
Apr,1998,  North East Asia,217801.0
Apr,1998,    Mainland China,31640.0
Apr,1998,    Hong Kong,72725.0
Apr,1998,    Japan,62800.0
Apr,1998,  South Asia,57145.0
Apr,1998,  Middle East,11265.0
Apr,1998,  Oceania,102775.0
Apr,1998,  Europe,119767.0
Apr,1998,    France,10579.0
Apr,1998,    Germany,24632.0
Apr,1998,    United Kingdom,46475.0
Apr,1998,  North America,23858.0
Apr,1998,  Other Regions,
Mar,1998,Number Of Air Passenger Departures,900217.0
Mar,1998,  South East Asia,358161.0
Mar,1998,    Indonesia,87112.0
Mar,1998,    Malaysia,127373.0
Mar,1998,    Philippines,27923.0
Mar,1998,    Thailand,89176.0
Mar,1998,    Vietnam,9799.0
Mar,1998,  North East Asia,222199.0
Mar,1998,    Mainland China,28612.0
Mar,1998,    Hong Kong,62309.0
Mar,1998,    Japan,86002.0
Mar,1998,  South Asia,58452.0
Mar,1998,  Middle East,13316.0
Mar,1998,  Oceania,99456.0
Mar,1998,  Europe,113636.0
Mar,1998,    France,10748.0
Mar,1998,    Germany,23531.0
Mar,1998,    United Kingdom,41521.0
Mar,1998,  North America,25145.0
Mar,1998,  Other Regions,
Feb,1998,Number Of Air Passenger Departures,800833.0
Feb,1998,  South East Asia,313231.0
Feb,1998,    Indonesia,84221.0
Feb,1998,    Malaysia,111371.0
Feb,1998,    Philippines,20402.0
Feb,1998,    Thailand,72773.0
Feb,1998,    Vietnam,8927.0
Feb,1998,  North East Asia,204718.0
Feb,1998,    Mainland China,20617.0
Feb,1998,    Hong Kong,59743.0
Feb,1998,    Japan,66920.0
Feb,1998,  South Asia,51782.0
Feb,1998,  Middle East,7528.0
Feb,1998,  Oceania,110615.0
Feb,1998,  Europe,82177.0
Feb,1998,    France,7351.0
Feb,1998,    Germany,15932.0
Feb,1998,    United Kingdom,28847.0
Feb,1998,  North America,22993.0
Feb,1998,  Other Regions,
Jan,1998,Number Of Air Passenger Departures,940633.0
Jan,1998,  South East Asia,374759.0
Jan,1998,    Indonesia,111423.0
Jan,1998,    Malaysia,125725.0
Jan,1998,    Philippines,22581.0
Jan,1998,    Thailand,83941.0
Jan,1998,    Vietnam,14085.0
Jan,1998,  North East Asia,226370.0
Jan,1998,    Mainland China,29637.0
Jan,1998,    Hong Kong,54106.0
Jan,1998,    Japan,88855.0
Jan,1998,  South Asia,65839.0
Jan,1998,  Middle East,10106.0
Jan,1998,  Oceania,119059.0
Jan,1998,  Europe,102308.0
Jan,1998,    France,9677.0
Jan,1998,    Germany,19343.0
Jan,1998,    United Kingdom,35761.0
Jan,1998,  North America,29284.0
Jan,1998,  Other Regions,
Dec,1997,Number Of Air Passenger Departures,1063558.0
Dec,1997,  South East Asia,485157.0
Dec,1997,    Indonesia,141513.0
Dec,1997,    Malaysia,159198.0
Dec,1997,    Philippines,33921.0
Dec,1997,    Thailand,116354.0
Dec,1997,    Vietnam,12408.0
Dec,1997,  North East Asia,241806.0
Dec,1997,    Mainland China,29721.0
Dec,1997,    Hong Kong,71600.0
Dec,1997,    Japan,78676.0
Dec,1997,  South Asia,70724.0
Dec,1997,  Middle East,13443.0
Dec,1997,  Oceania,122485.0
Dec,1997,  Europe,91349.0
Dec,1997,    France,9115.0
Dec,1997,    Germany,15930.0
Dec,1997,    United Kingdom,31937.0
Dec,1997,  North America,27513.0
Dec,1997,  Other Regions,
Nov,1997,Number Of Air Passenger Departures,965003.0
Nov,1997,  South East Asia,410479.0
Nov,1997,    Indonesia,130915.0
Nov,1997,    Malaysia,134074.0
Nov,1997,    Philippines,26564.0
Nov,1997,    Thailand,89924.0
Nov,1997,    Vietnam,10630.0
Nov,1997,  North East Asia,232410.0
Nov,1997,    Mainland China,30303.0
Nov,1997,    Hong Kong,61539.0
Nov,1997,    Japan,83823.0
Nov,1997,  South Asia,69220.0
Nov,1997,  Middle East,11178.0
Nov,1997,  Oceania,112738.0
Nov,1997,  Europe,92539.0
Nov,1997,    France,8719.0
Nov,1997,    Germany,17726.0
Nov,1997,    United Kingdom,31971.0
Nov,1997,  North America,26151.0
Nov,1997,  Other Regions,
Oct,1997,Number Of Air Passenger Departures,909278.0
Oct,1997,  South East Asia,372318.0
Oct,1997,    Indonesia,123903.0
Oct,1997,    Malaysia,121070.0
Oct,1997,    Philippines,24010.0
Oct,1997,    Thailand,76476.0
Oct,1997,    Vietnam,10559.0
Oct,1997,  North East Asia,212463.0
Oct,1997,    Mainland China,30512.0
Oct,1997,    Hong Kong,57345.0
Oct,1997,    Japan,77458.0
Oct,1997,  South Asia,61826.0
Oct,1997,  Middle East,8869.0
Oct,1997,  Oceania,124532.0
Oct,1997,  Europe,95772.0
Oct,1997,    France,8690.0
Oct,1997,    Germany,18795.0
Oct,1997,    United Kingdom,31214.0
Oct,1997,  North America,22253.0
Oct,1997,  Other Regions,
Sep,1997,Number Of Air Passenger Departures,972054.0
Sep,1997,  South East Asia,399922.0
Sep,1997,    Indonesia,136848.0
Sep,1997,    Malaysia,139494.0
Sep,1997,    Philippines,22756.0
Sep,1997,    Thailand,74622.0
Sep,1997,    Vietnam,8994.0
Sep,1997,  North East Asia,249046.0
Sep,1997,    Mainland China,37273.0
Sep,1997,    Hong Kong,56688.0
Sep,1997,    Japan,100667.0
Sep,1997,  South Asia,56131.0
Sep,1997,  Middle East,10950.0
Sep,1997,  Oceania,104359.0
Sep,1997,  Europe,115152.0
Sep,1997,    France,9644.0
Sep,1997,    Germany,21157.0
Sep,1997,    United Kingdom,42740.0
Sep,1997,  North America,26026.0
Sep,1997,  Other Regions,
Aug,1997,Number Of Air Passenger Departures,1021266.0
Aug,1997,  South East Asia,416961.0
Aug,1997,    Indonesia,145636.0
Aug,1997,    Malaysia,144200.0
Aug,1997,    Philippines,24093.0
Aug,1997,    Thailand,77642.0
Aug,1997,    Vietnam,9443.0
Aug,1997,  North East Asia,279394.0
Aug,1997,    Mainland China,24953.0
Aug,1997,    Hong Kong,71582.0
Aug,1997,    Japan,110606.0
Aug,1997,  South Asia,58327.0
Aug,1997,  Middle East,11588.0
Aug,1997,  Oceania,92812.0
Aug,1997,  Europe,121725.0
Aug,1997,    France,11485.0
Aug,1997,    Germany,21270.0
Aug,1997,    United Kingdom,42593.0
Aug,1997,  North America,30573.0
Aug,1997,  Other Regions,
Jul,1997,Number Of Air Passenger Departures,1029710.0
Jul,1997,  South East Asia,467953.0
Jul,1997,    Indonesia,183532.0
Jul,1997,    Malaysia,148576.0
Jul,1997,    Philippines,26161.0
Jul,1997,    Thailand,80663.0
Jul,1997,    Vietnam,11335.0
Jul,1997,  North East Asia,239257.0
Jul,1997,    Mainland China,21981.0
Jul,1997,    Hong Kong,50519.0
Jul,1997,    Japan,95976.0
Jul,1997,  South Asia,57069.0
Jul,1997,  Middle East,8524.0
Jul,1997,  Oceania,109846.0
Jul,1997,  Europe,108608.0
Jul,1997,    France,10291.0
Jul,1997,    Germany,18072.0
Jul,1997,    United Kingdom,39464.0
Jul,1997,  North America,28004.0
Jul,1997,  Other Regions,
Jun,1997,Number Of Air Passenger Departures,1045290.0
Jun,1997,  South East Asia,466583.0
Jun,1997,    Indonesia,152155.0
Jun,1997,    Malaysia,162650.0
Jun,1997,    Philippines,27881.0
Jun,1997,    Thailand,91622.0
Jun,1997,    Vietnam,12269.0
Jun,1997,  North East Asia,256782.0
Jun,1997,    Mainland China,34370.0
Jun,1997,    Hong Kong,63031.0
Jun,1997,    Japan,89274.0
Jun,1997,  South Asia,58639.0
Jun,1997,  Middle East,8681.0
Jun,1997,  Oceania,96569.0
Jun,1997,  Europe,115913.0
Jun,1997,    France,10122.0
Jun,1997,    Germany,18186.0
Jun,1997,    United Kingdom,41020.0
Jun,1997,  North America,32496.0
Jun,1997,  Other Regions,
May,1997,Number Of Air Passenger Departures,946377.0
May,1997,  South East Asia,408616.0
May,1997,    Indonesia,119611.0
May,1997,    Malaysia,141703.0
May,1997,    Philippines,29687.0
May,1997,    Thailand,89339.0
May,1997,    Vietnam,9727.0
May,1997,  North East Asia,240038.0
May,1997,    Mainland China,32001.0
May,1997,    Hong Kong,64827.0
May,1997,    Japan,78182.0
May,1997,  South Asia,56016.0
May,1997,  Middle East,7818.0
May,1997,  Oceania,81696.0
May,1997,  Europe,114267.0
May,1997,    France,9988.0
May,1997,    Germany,21131.0
May,1997,    United Kingdom,40834.0
May,1997,  North America,28169.0
May,1997,  Other Regions,
Apr,1997,Number Of Air Passenger Departures,958872.0
Apr,1997,  South East Asia,415551.0
Apr,1997,    Indonesia,126861.0
Apr,1997,    Malaysia,138363.0
Apr,1997,    Philippines,27448.0
Apr,1997,    Thailand,94185.0
Apr,1997,    Vietnam,9687.0
Apr,1997,  North East Asia,245821.0
Apr,1997,    Mainland China,28922.0
Apr,1997,    Hong Kong,74085.0
Apr,1997,    Japan,81882.0
Apr,1997,  South Asia,50145.0
Apr,1997,  Middle East,13771.0
Apr,1997,  Oceania,83653.0
Apr,1997,  Europe,114803.0
Apr,1997,    France,9870.0
Apr,1997,    Germany,22718.0
Apr,1997,    United Kingdom,43157.0
Apr,1997,  North America,24886.0
Apr,1997,  Other Regions,
Mar,1997,Number Of Air Passenger Departures,1035933.0
Mar,1997,  South East Asia,458461.0
Mar,1997,    Indonesia,141123.0
Mar,1997,    Malaysia,152131.0
Mar,1997,    Philippines,30450.0
Mar,1997,    Thailand,103314.0
Mar,1997,    Vietnam,11411.0
Mar,1997,  North East Asia,272192.0
Mar,1997,    Mainland China,25061.0
Mar,1997,    Hong Kong,75270.0
Mar,1997,    Japan,112562.0
Mar,1997,  South Asia,54843.0
Mar,1997,  Middle East,8372.0
Mar,1997,  Oceania,93887.0
Mar,1997,  Europe,110039.0
Mar,1997,    France,8932.0
Mar,1997,    Germany,20171.0
Mar,1997,    United Kingdom,38944.0
Mar,1997,  North America,26786.0
Mar,1997,  Other Regions,
Feb,1997,Number Of Air Passenger Departures,981281.0
Feb,1997,  South East Asia,439692.0
Feb,1997,    Indonesia,143286.0
Feb,1997,    Malaysia,145261.0
Feb,1997,    Philippines,23580.0
Feb,1997,    Thailand,95465.0
Feb,1997,    Vietnam,11344.0
Feb,1997,  North East Asia,257377.0
Feb,1997,    Mainland China,27239.0
Feb,1997,    Hong Kong,75208.0
Feb,1997,    Japan,91130.0
Feb,1997,  South Asia,49698.0
Feb,1997,  Middle East,6971.0
Feb,1997,  Oceania,108829.0
Feb,1997,  Europe,84090.0
Feb,1997,    France,6694.0
Feb,1997,    Germany,15307.0
Feb,1997,    United Kingdom,29853.0
Feb,1997,  North America,24666.0
Feb,1997,  Other Regions,
Jan,1997,Number Of Air Passenger Departures,954637.0
Jan,1997,  South East Asia,411269.0
Jan,1997,    Indonesia,132202.0
Jan,1997,    Malaysia,134039.0
Jan,1997,    Philippines,22242.0
Jan,1997,    Thailand,89363.0
Jan,1997,    Vietnam,14108.0
Jan,1997,  North East Asia,235841.0
Jan,1997,    Mainland China,19343.0
Jan,1997,    Hong Kong,59857.0
Jan,1997,    Japan,102630.0
Jan,1997,  South Asia,53878.0
Jan,1997,  Middle East,9627.0
Jan,1997,  Oceania,108534.0
Jan,1997,  Europe,94816.0
Jan,1997,    France,7470.0
Jan,1997,    Germany,18615.0
Jan,1997,    United Kingdom,33010.0
Jan,1997,  North America,29356.0
Jan,1997,  Other Regions,
Dec,1996,Number Of Air Passenger Departures,1106650.0
Dec,1996,  South East Asia,521562.0
Dec,1996,    Indonesia,155148.0
Dec,1996,    Malaysia,177612.0
Dec,1996,    Philippines,34315.0
Dec,1996,    Thailand,115759.0
Dec,1996,    Vietnam,13234.0
Dec,1996,  North East Asia,264117.0
Dec,1996,    Mainland China,25777.0
Dec,1996,    Hong Kong,85770.0
Dec,1996,    Japan,92984.0
Dec,1996,  South Asia,63278.0
Dec,1996,  Middle East,12928.0
Dec,1996,  Oceania,115163.0
Dec,1996,  Europe,89722.0
Dec,1996,    France,7144.0
Dec,1996,    Germany,15015.0
Dec,1996,    United Kingdom,32643.0
Dec,1996,  North America,27516.0
Dec,1996,  Other Regions,
Nov,1996,Number Of Air Passenger Departures,1032240.0
Nov,1996,  South East Asia,465079.0
Nov,1996,    Indonesia,147895.0
Nov,1996,    Malaysia,152763.0
Nov,1996,    Philippines,25974.0
Nov,1996,    Thailand,105082.0
Nov,1996,    Vietnam,11353.0
Nov,1996,  North East Asia,258732.0
Nov,1996,    Mainland China,25997.0
Nov,1996,    Hong Kong,77989.0
Nov,1996,    Japan,96370.0
Nov,1996,  South Asia,60894.0
Nov,1996,  Middle East,10664.0
Nov,1996,  Oceania,108398.0
Nov,1996,  Europe,92302.0
Nov,1996,    France,7219.0
Nov,1996,    Germany,18674.0
Nov,1996,    United Kingdom,30221.0
Nov,1996,  North America,25055.0
Nov,1996,  Other Regions,
Oct,1996,Number Of Air Passenger Departures,950785.0
Oct,1996,  South East Asia,416759.0
Oct,1996,    Indonesia,134686.0
Oct,1996,    Malaysia,139279.0
Oct,1996,    Philippines,22545.0
Oct,1996,    Thailand,91703.0
Oct,1996,    Vietnam,9856.0
Oct,1996,  North East Asia,235889.0
Oct,1996,    Mainland China,28210.0
Oct,1996,    Hong Kong,70066.0
Oct,1996,    Japan,83421.0
Oct,1996,  South Asia,51466.0
Oct,1996,  Middle East,7282.0
Oct,1996,  Oceania,114319.0
Oct,1996,  Europe,92495.0
Oct,1996,    France,6514.0
Oct,1996,    Germany,18673.0
Oct,1996,    United Kingdom,31142.0
Oct,1996,  North America,20042.0
Oct,1996,  Other Regions,
Sep,1996,Number Of Air Passenger Departures,897118.0
Sep,1996,  South East Asia,379986.0
Sep,1996,    Indonesia,126164.0
Sep,1996,    Malaysia,132532.0
Sep,1996,    Philippines,20666.0
Sep,1996,    Thailand,73779.0
Sep,1996,    Vietnam,9221.0
Sep,1996,  North East Asia,233792.0
Sep,1996,    Mainland China,25336.0
Sep,1996,    Hong Kong,63847.0
Sep,1996,    Japan,97323.0
Sep,1996,  South Asia,45528.0
Sep,1996,  Middle East,10417.0
Sep,1996,  Oceania,90114.0
Sep,1996,  Europe,103574.0
Sep,1996,    France,7396.0
Sep,1996,    Germany,20022.0
Sep,1996,    United Kingdom,38076.0
Sep,1996,  North America,23054.0
Sep,1996,  Other Regions,
Aug,1996,Number Of Air Passenger Departures,1012813.0
Aug,1996,  South East Asia,421665.0
Aug,1996,    Indonesia,133355.0
Aug,1996,    Malaysia,148741.0
Aug,1996,    Philippines,20825.0
Aug,1996,    Thailand,89967.0
Aug,1996,    Vietnam,9844.0
Aug,1996,  North East Asia,294585.0
Aug,1996,    Mainland China,20362.0
Aug,1996,    Hong Kong,93638.0
Aug,1996,    Japan,108711.0
Aug,1996,  South Asia,49420.0
Aug,1996,  Middle East,13657.0
Aug,1996,  Oceania,87165.0
Aug,1996,  Europe,106503.0
Aug,1996,    France,7115.0
Aug,1996,    Germany,21127.0
Aug,1996,    United Kingdom,38847.0
Aug,1996,  North America,28879.0
Aug,1996,  Other Regions,
Jul,1996,Number Of Air Passenger Departures,973026.0
Jul,1996,  South East Asia,441349.0
Jul,1996,    Indonesia,162969.0
Jul,1996,    Malaysia,143353.0
Jul,1996,    Philippines,20629.0
Jul,1996,    Thailand,82441.0
Jul,1996,    Vietnam,12115.0
Jul,1996,  North East Asia,238444.0
Jul,1996,    Mainland China,16706.0
Jul,1996,    Hong Kong,70743.0
Jul,1996,    Japan,90014.0
Jul,1996,  South Asia,49739.0
Jul,1996,  Middle East,7779.0
Jul,1996,  Oceania,101119.0
Jul,1996,  Europe,98702.0
Jul,1996,    France,7123.0
Jul,1996,    Germany,17701.0
Jul,1996,    United Kingdom,36588.0
Jul,1996,  North America,26633.0
Jul,1996,  Other Regions,
Jun,1996,Number Of Air Passenger Departures,966837.0
Jun,1996,  South East Asia,436093.0
Jun,1996,    Indonesia,138360.0
Jun,1996,    Malaysia,156315.0
Jun,1996,    Philippines,23490.0
Jun,1996,    Thailand,88855.0
Jun,1996,    Vietnam,10480.0
Jun,1996,  North East Asia,247637.0
Jun,1996,    Mainland China,28317.0
Jun,1996,    Hong Kong,72815.0
Jun,1996,    Japan,88986.0
Jun,1996,  South Asia,50035.0
Jun,1996,  Middle East,7397.0
Jun,1996,  Oceania,87724.0
Jun,1996,  Europe,99924.0
Jun,1996,    France,7362.0
Jun,1996,    Germany,17285.0
Jun,1996,    United Kingdom,35819.0
Jun,1996,  North America,29089.0
Jun,1996,  Other Regions,
May,1996,Number Of Air Passenger Departures,916754.0
May,1996,  South East Asia,409472.0
May,1996,    Indonesia,126611.0
May,1996,    Malaysia,138768.0
May,1996,    Philippines,25848.0
May,1996,    Thailand,89252.0
May,1996,    Vietnam,10489.0
May,1996,  North East Asia,235872.0
May,1996,    Mainland China,28156.0
May,1996,    Hong Kong,68210.0
May,1996,    Japan,79887.0
May,1996,  South Asia,46018.0
May,1996,  Middle East,8220.0
May,1996,  Oceania,76901.0
May,1996,  Europe,104370.0
May,1996,    France,7848.0
May,1996,    Germany,19466.0
May,1996,    United Kingdom,37889.0
May,1996,  North America,26995.0
